"Txn date","Effective","Description","Truncated card number","Amount","Charges","Balance"
"2025-02-12","2025-02-12","SF FuneralFDC00000005Q8W250212","","126.5","","149504.23"
"2025-02-12","2025-02-12","SF FuneralFDC00000005ZJ4250212","","126.5","","149630.73"
"2025-02-12","2025-02-12","SF FuneralFDC00000007YXC250212","","126.5","","149757.23"
"2025-02-12","2025-02-12","SF FuneralF797631       250212","","126.5","","149883.73"
"2025-02-12","2025-02-12","SF FuneralFDC00000008K4Q250212","","126.5","","150010.23"
"2025-02-12","2025-02-12","SF FuneralF1103752      250212","","126.5","","150136.73"
"2025-02-12","2025-02-12","SF FuneralFDC0000000N9YT250212","","126.5","","150263.23"
"2025-02-12","2025-02-12","SF FuneralF1118937      250212","","126.5","","150389.73"
"2025-02-12","2025-02-12","SF FuneralFDC0000000PBZ3250212","","126.5","","150516.23"
"2025-02-12","2025-02-11","SF FuneralF815108       250211","","63.25","","150579.48"
"2025-02-12","2025-02-11","SF FuneralF1116012      250211","","126.5","","150705.98"
"2025-02-12","2025-02-12","SF FuneralFDC00000005HWH250212","","126.5","","150832.48"
"2025-02-12","2025-02-12","SF FuneralFDC00000005J17250212","","126.5","","150958.98"
"2025-02-12","2025-02-12","SF FuneralFDC00000005M5H250212","","220","","151178.98"
"2025-02-12","2025-02-12","SF FuneralFDC00000005N3Y250212","","126.5","","151305.48"
"2025-02-12","2025-02-12","SF FuneralFDC00000005P1G250212","","126.5","","151431.98"
"2025-02-12","2025-02-12","SF FuneralFDC00000005V14250212","","126.5","","151558.48"
"2025-02-12","2025-02-12","SF FuneralF795038       250212","","126.5","","151684.98"
"2025-02-12","2025-02-12","SF FuneralF819111       250212","","31.63","","151716.61"
"2025-02-12","2025-02-12","SF FuneralF1060977      250212","","126.5","","151843.11"
"2025-02-12","2025-02-12","SF FuneralF1080364      250212","","126.5","","151969.61"
"2025-02-12","2025-02-12","SF FuneralF1103739      250212","","126.5","","152096.11"
"2025-02-12","2025-02-10","Rev SF FuneralFDC00000005XG9250210","","-31.63","","152064.48"
"2025-02-12","2025-02-10","Rev SF FuneralFDC00000008JY9250210","","-63.25","","152001.23"
"2025-02-12","2025-01-24","Rev SF FuneralFDC0000000B6FR250128","","-126.5","","151874.73"
"2025-02-12","2025-02-10","Rev SF FuneralFDC00000008JYB250210","","-63.25","","151811.48"
"2025-02-12","2025-02-03","SF FuneralFDC00000006NPV250202","","110","","151921.48"
"2025-02-12","2025-02-10","SF FuneralF834044       250210","","31.63","","151953.11"
"2025-02-12","2025-02-10","SF FuneralF1084856      250210","","31.63","","151984.74"
"2025-02-12","2025-02-12","SF FuneralFDC00000005QG0250212","","126.5","","152111.24"
"2025-02-12","2025-02-12","SF FuneralFDC00000005Z74250212","","126.5","","152237.74"
"2025-02-12","2025-02-12","SF FuneralF810506       250212","","126.5","","152364.24"
"2025-02-12","2025-02-12","SF FuneralF830116       250212","","126.5","","152490.74"
"2025-02-12","2025-02-12","SF FuneralF1120754      250212","","31.63","","152522.37"
"2025-02-12","2025-02-10","SF FuneralFDC000000042HH250209","","55","","152577.37"
"2025-02-12","2025-02-10","SF FuneralFDC00000005LX1250209","","63.25","","152640.62"
"2025-02-12","2025-02-10","SF FuneralFDC00000006XRW250209","","63.25","","152703.87"
"2025-02-12","2025-02-12","SF FuneralF804754       250212","","126.5","","152830.37"
"2025-02-12","2025-02-12","SF FuneralF1114717      250212","","126.5","","152956.87"
"2025-02-12","2025-02-12","SF FuneralF796065       250212","","126.5","","153083.37"
"2025-02-12","2025-02-12","SF FuneralF1126093      250212","","126.5","","153209.87"
"2025-02-12","2025-02-07","SF FuneralF1085052      250207","","63.25","","153273.12"
"2025-02-12","2025-02-12","SF FuneralFDC000000060PJ250212","","126.5","","153399.62"
"2025-02-12","2025-02-12","SF FuneralFDC00000006PPH250212","","126.5","","153526.12"
"2025-02-12","2025-02-12","SF FuneralFDC00000006VDK250212","","126.5","","153652.62"
"2025-02-12","2025-02-12","SF FuneralF811783       250212","","126.5","","153779.12"
"2025-02-12","2025-02-12","SF FuneralF844044       250212","","31.63","","153810.75"
"2025-02-12","2025-02-12","SF FuneralF1079563      250212","","126.5","","153937.25"
"2025-02-12","2025-02-12","SF FuneralF1079724      250212","","126.5","","154063.75"
"2025-02-12","2025-02-12","SF FuneralF1074876      250212","","126.5","","154190.25"
"2025-02-12","2025-02-12","SF FuneralFDC0000000KKBT250212","","95.75","","154286"
"2025-02-12","2025-02-08","SF FuneralF1129917      250209","","31.63","","154317.63"
"2025-02-12","2025-02-11","SF FuneralFDC000000061YD250211","","31.63","","154349.26"
"2025-02-12","2025-02-12","SF FuneralFDC00000008NF0250212","","126.5","","154475.76"
"2025-02-12","2025-02-04","SF FuneralF1074627      250204","","126.5","","154602.26"
"2025-02-12","2025-02-08","SF FuneralF784736       250208","","31.63","","154633.89"
"2025-02-12","2025-02-08","SF FuneralF1108038      250208","","126.5","","154760.39"
"2025-02-12","2025-02-10","SF FuneralFDC00000005RZQ250210","","31.63","","154792.02"
"2025-02-12","2025-02-10","SF FuneralFDC00000009G6B250209","","31.63","","154823.65"
"2025-02-12","2025-02-10","SF FuneralFDC00000009XWR250209","","31.63","","154855.28"
"2025-02-12","2025-02-10","SF FuneralF832990       250209","","31.63","","154886.91"
"2025-02-12","2025-02-11","SF FuneralF828353       250211","","126.5","","155013.41"
"2025-02-12","2025-02-11","SF FuneralF993633       250211","","31.63","","155045.04"
"2025-02-12","2025-02-11","SF FuneralF1130942      250211","","31.63","","155076.67"
"2025-02-12","2025-02-12","SF FuneralF831727       250212","","126.5","","155203.17"
"2025-02-12","2025-02-12","SF FuneralFDC0000000KJYJ250212","","126.5","","155329.67"
"2025-02-12","2025-02-12","SF FuneralF1083800      250212","","126.5","","155456.17"
"2025-02-12","2025-02-12","SF FuneralF1123156      250212","","126.5","","155582.67"
"2025-02-12","2025-02-12","SF FuneralF793566       250212","","126.5","","155709.17"
"2025-02-12","2025-02-12","Rev SF FuneralFDC00000006YNY250212","","-126.5","","155582.67"
"2025-02-12","2025-02-12","Rev SF FuneralFDC0000000CNBM250212","","-126.5","","155456.17"
"2025-02-12","2025-02-03","Rev SF FuneralFDC0000000NQ7P250203","","-126.5","","155329.67"
"2025-02-12","2025-02-12","Rev SF FuneralFDC0000000P9J5250212","","-126.5","","155203.17"
"2025-02-12","2025-02-12","Rev SF FuneralFDC00000005K9B250212","","-126.5","","155076.67"
"2025-02-12","2025-02-12","Rev SF FuneralFDC000000061FJ250212","","-126.5","","154950.17"
"2025-02-12","2025-02-12","Rev SF FuneralFDC000000061FK250212","","-126.5","","154823.67"
"2025-02-12","2025-02-12","Rev SF FuneralFDC00000005Z74250212","","-126.5","","154697.17"
"2025-02-12","2025-02-12","Rev SF FuneralFDC0000000P9J0250212","","-126.5","","154570.67"
"2025-02-12","2025-02-01","Rev SF FuneralFDC0000000PHJK250201","","-126.5","","154444.17"
"2025-02-12","2024-12-31","Rev SF FuneralFDC0000000PHJK250101","","-126.5","","154317.67"
"2025-02-12","2024-12-11","Rev SF FuneralF1119775      241228","","-126.5","","154191.17"
"2025-02-12","2025-01-24","Rev SF FuneralF1119775      250128","","-126.5","","154064.67"
"2025-02-12","2025-02-03","SF FuneralFDC00000006MWP250202","","63.25","","154127.92"
"2025-02-12","2025-02-12","SF FuneralFDC00000007Z8Z250212","","126.5","","154254.42"
"2025-02-12","2025-02-12","SF FuneralF990573       250212","","126.5","","154380.92"
"2025-02-12","2025-02-12","SF FuneralF1123300      250212","","126.5","","154507.42"
"2025-02-12","2025-02-08","SF FuneralFDC0000000JY24250209","","31.63","","154539.05"
"2025-02-12","2025-02-10","SF FuneralFDC00000005NKJ250210","","31.63","","154570.68"
"2025-02-13","2025-02-11","SF FuneralFDC00000007LG1250211","","31.63","","154602.31"
"2025-02-13","2025-02-11","SF FuneralF818153       250211","","31.63","","154633.94"
"2025-02-13","2025-02-11","SF FuneralF1125777      250211","","31.63","","154665.57"
"2025-02-13","2025-02-10","SF FuneralFDC00000004CSK250210","","55","","154720.57"
"2025-02-13","2025-02-10","SF FuneralFDC00000004CSL250210","","55","","154775.57"
"2025-02-13","2025-02-10","SF FuneralFDC00000005LWP250209","","31.63","","154807.2"
"2025-02-13","2025-02-10","SF FuneralF812202       250210","","31.63","","154838.83"
"2025-02-13","2025-02-10","SF FuneralF820956       250209","","31.63","","154870.46"
"2025-02-13","2025-02-10","SF FuneralFDC0000000CWBD250209","","31.63","","154902.09"
"2025-02-13","2025-02-04","SF FuneralFDC00000007VX8250204","","126.5","","155028.59"
"2025-02-13","2025-02-07","SF FuneralF981670       250207","","31.63","","155060.22"
"2025-02-13","2025-02-07","SF FuneralF989273       250209","","31.63","","155091.85"
"2025-02-13","2025-02-08","SF FuneralF994082       250209","","126.5","","155218.35"
"2025-02-13","2025-02-08","SF FuneralFDC0000000JW2F250209","","126.5","","155344.85"
"2025-02-13","2025-02-08","SF FuneralF1021571      250209","","126.5","","155471.35"
"2025-02-13","2025-02-08","SF FuneralF1054722      250209","","63.25","","155534.6"
"2025-02-13","2025-02-08","SF FuneralF1122295      250209","","31.63","","155566.23"
"2025-02-13","2025-02-10","SF FuneralFDC00000005LS9250210","","31.63","","155597.86"
"2025-02-13","2025-02-10","SF FuneralFDC00000005RW6250209","","220","","155817.86"
"2025-02-13","2025-02-10","SF FuneralFDC00000005YNL250210","","55","","155872.86"
"2025-02-13","2025-02-10","SF FuneralFDC00000005YW3250210","","31.63","","155904.49"
"2025-02-13","2025-02-10","SF FuneralFDC00000007BGG250209","","31.63","","155936.12"
"2025-02-13","2025-02-10","SF FuneralFDC000000087G6250209","","31.63","","155967.75"
"2025-02-13","2025-02-10","SF FuneralF805304       250209","","126.5","","156094.25"
"2025-02-13","2025-02-10","SF FuneralF744001       250209","","220","","156314.25"
"2025-02-13","2025-02-10","SF FuneralF819012       250210","","31.63","","156345.88"
"2025-02-13","2025-02-10","SF FuneralF1073374      250210","","31.63","","156377.51"
"2025-02-13","2025-02-10","SF FuneralF1118416      250210","","31.63","","156409.14"
"2025-02-13","2025-02-11","SF FuneralFDC00000005V84250211","","126.5","","156535.64"
"2025-02-13","2025-02-11","SF FuneralFDC00000005YYS250211","","31.63","","156567.27"
"2025-02-13","2025-02-11","SF FuneralF1016763      250211","","126.5","","156693.77"
"2025-02-13","2025-02-11","SF FuneralF1129391      250211","","126.5","","156820.27"
"2025-02-13","2025-02-12","SF FuneralFDC00000003L9L250212","","220","","157040.27"
"2025-02-13","2025-02-12","SF FuneralFDC00000006F0S250212","","126.5","","157166.77"
"2025-02-13","2025-02-12","SF FuneralFDC00000008LN1250212","","126.5","","157293.27"
"2025-02-13","2025-02-12","SF FuneralF814078       250212","","126.5","","157419.77"
"2025-02-13","2025-02-12","SF FuneralF986909       250212","","126.5","","157546.27"
"2025-02-13","2025-02-12","SF FuneralF1111478      250212","","126.5","","157672.77"
"2025-02-13","2025-02-12","SF FuneralF1120683      250212","","126.5","","157799.27"
"2025-02-13","2025-02-10","SF FuneralF1068281      250210","","63.25","","157862.52"
"2025-02-13","2025-02-07","SF FuneralFDC00000005HJM250207","","31.63","","157894.15"
"2025-02-13","2025-02-07","SF FuneralFDC0000000D307250207","","31.63","","157925.78"
"2025-02-13","2025-02-08","SF FuneralFDC0000000JVCB250209","","31.63","","157957.41"
"2025-02-13","2025-02-08","SF FuneralFDC0000000PZBG250209","","31.63","","157989.04"
"2025-02-13","2025-02-08","SF FuneralFDC0000000PZBK250209","","31.63","","158020.67"
"2025-02-13","2025-02-08","SF FuneralFDC0000000PZBL250209","","31.63","","158052.3"
"2025-02-13","2025-02-08","SF FuneralFDC0000000PZBM250209","","31.63","","158083.93"
"2025-02-13","2025-02-10","SF FuneralF814448       250209","","31.63","","158115.56"
"2025-02-13","2025-02-10","SF FuneralF820012       250210","","31.63","","158147.19"
"2025-02-13","2025-02-10","SF FuneralF834650       250209","","31.63","","158178.82"
"2025-02-13","2025-02-10","SF FuneralF1060055      250210","","31.63","","158210.45"
"2025-02-13","2025-02-10","SF FuneralF1079351      250210","","31.63","","158242.08"
"2025-02-13","2025-02-10","SF FuneralF1122727      250210","","31.63","","158273.71"
"2025-02-13","2025-02-11","SF FuneralF816581       250211","","31.63","","158305.34"
"2025-02-13","2025-02-12","SF FuneralF1124138      250212","","31.63","","158336.97"
"2025-02-13","2025-02-08","SF FuneralF1114548      250209","","126.5","","158463.47"
"2025-02-13","2025-02-08","SF FuneralF1129104      250208","","126.5","","158589.97"
"2025-02-13","2025-02-10","SF FuneralFDC00000005H2M250210","","126.5","","158716.47"
"2025-02-13","2025-02-10","SF FuneralFDC00000006V67250210","","126.5","","158842.97"
"2025-02-13","2025-02-10","SF FuneralF834835       250209","","126.5","","158969.47"
"2025-02-13","2025-02-10","SF FuneralFDC0000000K9LB250210","","126.5","","159095.97"
"2025-02-13","2025-02-11","SF FuneralFDC00000005K44250211","","126.5","","159222.47"
"2025-02-13","2025-02-12","SF FuneralFDC00000005KSW250212","","126.5","","159348.97"
"2025-02-13","2025-02-12","SF FuneralF809457       250212","","126.5","","159475.47"
"2025-02-13","2025-02-12","SF FuneralFDC00000009KTH250212","","126.5","","159601.97"
"2025-02-13","2025-02-12","SF FuneralFDC0000000JGPN250212","","126.5","","159728.47"
"2025-02-13","2025-02-12","SF FuneralF1111918      250212","","126.5","","159854.97"
"2025-02-13","2025-02-07","SF FuneralF988945       250209","","31.63","","159886.6"
"2025-02-13","2025-02-10","SF FuneralFDC00000005N4P250210","","31.63","","159918.23"
"2025-02-13","2025-02-10","SF FuneralFDC000000067C7250210","","31.63","","159949.86"
"2025-02-13","2025-02-10","SF FuneralF797906       250210","","31.63","","159981.49"
"2025-02-13","2025-02-10","SF FuneralFDC00000008MY8250209","","31.63","","160013.12"
"2025-02-13","2025-02-10","SF FuneralF811324       250210","","112.88","","160126"
"2025-02-13","2025-02-10","SF FuneralF1108567      250210","","31.63","","160157.63"
"2025-02-13","2025-02-10","SF FuneralF1130901      250210","","31.63","","160189.26"
"2025-02-13","2025-02-13","SF FuneralFDC00000005N6M250213","","31.63","","160220.89"
"2025-02-13","2025-02-12","SF FuneralFDC000000068N0250212","","126.5","","160347.39"
"2025-02-13","2025-02-13","SF FuneralFDC0000000NWZ1250213","","126.5","","160473.89"
"2025-02-13","2025-02-13","SF FuneralFDC00000006D10250213","","126.5","","160600.39"
"2025-02-13","2025-02-13","SF FuneralF1110797      250213","","126.5","","160726.89"
"2025-02-13","2025-02-08","SF FuneralFDC0000000Q35V250209","","126.5","","160853.39"
"2025-02-13","2025-02-10","SF FuneralF819950       250210","","63.25","","160916.64"
"2025-02-13","2025-02-12","SF FuneralFDC00000005JFX250212","","126.5","","161043.14"
"2025-02-13","2025-02-12","SF FuneralF804444       250212","","126.5","","161169.64"
"2025-02-13","2025-02-12","SF FuneralF829751       250212","","126.5","","161296.14"
"2025-02-13","2025-02-12","SF FuneralF991384       250212","","126.5","","161422.64"
"2025-02-13","2025-02-13","SF FuneralFDC000000066ZC250213","","126.5","","161549.14"
"2025-02-13","2025-02-13","SF FuneralFDC00000006DDG250213","","126.5","","161675.64"
"2025-02-13","2025-02-12","SF FuneralF1072844      250212","","126.5","","161802.14"
"2025-02-13","2025-02-08","SF FuneralFDC00000007VKH250208","","31.63","","161833.77"
"2025-02-13","2025-02-10","SF FuneralF818028       250210","","31.63","","161865.4"
"2025-02-13","2025-02-10","SF FuneralF988318       250210","","31.63","","161897.03"
"2025-02-13","2025-02-10","SF FuneralF1068000      250210","","31.63","","161928.66"
"2025-02-13","2025-02-11","SF FuneralF809823       250211","","31.63","","161960.29"
"2025-02-13","2025-02-11","SF FuneralF823596       250211","","31.63","","161991.92"
"2025-02-13","2025-02-10","SF FuneralFDC00000009958250210","","31.63","","162023.55"
"2025-02-13","2025-02-10","SF FuneralF1117412      250210","","31.63","","162055.18"
"2025-02-13","2025-02-11","SF FuneralF799620       250211","","64.13","","162119.31"
"2025-02-13","2025-02-08","SF FuneralF1103935      250209","","31.63","","162150.94"
"2025-02-13","2025-02-10","SF FuneralFDC00000003591250210","","55","","162205.94"
"2025-02-13","2025-02-10","SF FuneralF1066274      250210","","31.63","","162237.57"
"2025-02-13","2025-02-11","SF FuneralF1115031      250211","","31.63","","162269.2"
"2025-02-13","2025-02-12","SF FuneralFDC0000000681T250212","","126.5","","162395.7"
"2025-02-13","2025-02-12","SF FuneralFDC00000007GSK250212","","126.5","","162522.2"
"2025-02-13","2025-02-12","SF FuneralFDC00000007GSM250212","","126.5","","162648.7"
"2025-02-13","2025-02-12","SF FuneralF986676       250212","","126.5","","162775.2"
"2025-02-13","2025-02-12","SF FuneralF987846       250212","","126.5","","162901.7"
"2025-02-13","2025-02-13","SF FuneralFDC000000066TQ250213","","63.5","","162965.2"
"2025-02-13","2025-02-08","SF FuneralF1021491      250209","","31.63","","162996.83"
"2025-02-13","2025-02-08","SF FuneralF1072856      250209","","31.63","","163028.46"
"2025-02-13","2025-02-10","SF FuneralFDC00000005YV6250210","","63.25","","163091.71"
"2025-02-13","2025-02-10","SF FuneralFDC00000008JTC250210","","321.5","","163413.21"
"2025-02-13","2025-02-10","SF FuneralF819802       250210","","31.63","","163444.84"
"2025-02-13","2025-02-10","SF FuneralF1120655      250210","","31.63","","163476.47"
"2025-02-13","2025-02-10","SF FuneralF1130847      250210","","31.63","","163508.1"
"2025-02-13","2025-02-11","SF FuneralF810426       250211","","31.63","","163539.73"
"2025-02-13","2025-02-11","SF FuneralF1130344      250211","","31.63","","163571.36"
"2025-02-13","2025-02-12","SF FuneralF843979       250212","","126.5","","163697.86"
"2025-02-13","2025-02-10","SF FuneralFDC00000003S1L250210","","55","","163752.86"
"2025-02-13","2025-02-10","SF FuneralFDC00000005Z3L250210","","31.63","","163784.49"
"2025-02-13","2025-02-11","SF FuneralF797213       250211","","31.63","","163816.12"
"2025-02-13","2025-02-04","Rev SF FuneralFDC00000008C95250204","","-31.63","","163784.49"
"2025-02-13","2025-02-10","Rev SF FuneralFDC00000005YNL250210","","-55","","163729.49"
"2025-02-13","2025-02-10","Rev SF FuneralFDC00000005YW3250210","","-31.63","","163697.86"
"2025-02-13","2025-01-28","Rev SF FuneralFDC00000008C95250128","","-31.63","","163666.23"
"2025-02-13","2025-02-07","Rev SF FuneralFDC00000005HJM250207","","-31.63","","163634.6"
"2025-02-13","2025-01-24","Rev SF FuneralFDC0000000L35F250127","","-126.5","","163508.1"
