Txn date,Effective,Description,Truncated card number,Amount,Charges,Balance
2025/03/01,2025/02/22,SF FuneralF991753       250222,,126.5,,1348053.06
2025/03/01,2025/02/22,SF FuneralFDC0000000NYNQ250223,,126.5,,1348179.56
2025/03/01,2025/02/22,SF FuneralF1124544      250222,,126.5,,1348306.06
2025/03/01,2025/02/22,SF FuneralF1125102      250223,,126.5,,1348432.56
2025/03/01,2025/02/22,SF FuneralF1125104      250223,,126.5,,1348559.06
2025/03/01,2025/02/24,SF FuneralF827769       250224,,126.5,,1348685.56
2025/03/01,2025/02/25,SF FuneralFDC000000064RZ250225,,63.25,,1348748.81
2025/03/01,2025/02/25,SF FuneralF805847       250225,,126.5,,1348875.31
2025/03/01,2025/02/25,SF FuneralF811637       250225,,126.5,,1349001.81
2025/03/01,2025/02/25,SF FuneralF813480       250225,,63.25,,1349065.06
2025/03/01,2025/02/25,SF FuneralF823118       250225,,63.25,,1349128.31
2025/03/01,2025/02/25,SF FuneralF990512       250225,,126.5,,1349254.81
2025/03/01,2025/02/25,SF FuneralF1052117      250225,,63.25,,1349318.06
2025/03/01,2025/02/25,SF FuneralF1083711      250225,,63.25,,1349381.31
2025/03/01,2025/02/25,SF FuneralFDC0000000Q3YY250225,,126.5,,1349507.81
2025/03/01,2025/02/25,SF FuneralF1131085      250225,,126.5,,1349634.31
2025/03/01,2025/02/26,SF FuneralFDC00000007P1V250226,,126.5,,1349760.81
2025/03/01,2025/02/28,SF FuneralFDC0000000706X250228,,126.5,,1349887.31
2025/03/01,2025/02/28,SF FuneralFDC0000000751F250228,,386.5,,1350273.81
2025/03/01,2025/02/28,SF FuneralFDC00000007DR9250228,,126.5,,1350400.31
2025/03/01,2025/02/28,SF FuneralF800145       250228,,126.5,,1350526.81
2025/03/01,2025/02/28,SF FuneralFDC00000009DDC250228,,126.5,,1350653.31
2025/03/01,2025/02/28,SF FuneralF817312       250228,,126.5,,1350779.81
2025/03/01,2025/02/28,SF FuneralF821298       250228,,126.5,,1350906.31
2025/03/01,2025/02/28,SF FuneralF843552       250228,,126.5,,1351032.81
2025/03/01,2025/02/28,SF FuneralF1054492      250228,,126.5,,1351159.31
2025/03/01,2025/02/28,SF FuneralF1061665      250228,,126.5,,1351285.81
2025/03/01,2025/02/28,SF FuneralF1109576      250228,,126.5,,1351412.31
2025/03/01,2025/02/28,SF FuneralF1113101      250228,,126.5,,1351538.81
2025/03/01,2025/02/28,SF FuneralF1114330      250228,,126.5,,1351665.31
2025/03/01,2025/02/28,SF FuneralF1116125      250228,,126.5,,1351791.81
2025/03/01,2025/02/28,SF FuneralF1125504      250228,,126.5,,1351918.31
2025/03/01,2025/02/28,SF FuneralF1126044      250228,,126.5,,1352044.81
2025/03/01,2025/02/28,SF FuneralFDC0000000PPGM250228,,126.5,,1352171.31
2025/03/01,2025/02/19,SF FuneralFDC000000068V7250219,,126.5,,1352297.81
2025/03/01,2025/02/22,SF FuneralF830027       250222,,126.5,,1352424.31
2025/03/01,2025/02/24,SF FuneralFDC000000063H3250224,,126.5,,1352550.81
2025/03/01,2025/02/24,SF FuneralFDC00000007L4Z250224,,126.5,,1352677.31
2025/03/01,2025/02/24,SF FuneralF831939       250224,,126.5,,1352803.81
2025/03/01,2025/02/24,SF FuneralF1079049      250224,,126.5,,1352930.31
2025/03/01,2025/02/24,SF FuneralFDC0000000MSRY250224,,126.5,,1353056.81
2025/03/01,2025/02/24,SF FuneralF1113638      250224,,126.5,,1353183.31
2025/03/01,2025/02/24,SF FuneralF1113979      250224,,63.25,,1353246.56
2025/03/01,2025/02/25,SF FuneralF817558       250225,,126.5,,1353373.06
2025/03/01,2025/02/25,SF FuneralFDC0000000HTT8250225,,126.5,,1353499.56
2025/03/01,2025/02/25,SF FuneralFDC0000000LCST250225,,126.5,,1353626.06
2025/03/01,2025/02/25,SF FuneralF1075251      250225,,126.5,,1353752.56
2025/03/01,2025/02/25,SF FuneralF1078528      250225,,63.25,,1353815.81
2025/03/01,2025/02/25,SF FuneralF1084293      250225,,126.5,,1353942.31
2025/03/01,2025/02/25,SF FuneralF1108894      250225,,126.5,,1354068.81
2025/03/01,2025/02/25,SF FuneralF1109644      250225,,126.5,,1354195.31
2025/03/01,2025/02/25,SF FuneralF1130959      250225,,126.5,,1354321.81
2025/03/01,2025/02/25,SF FuneralF1131792      250225,,126.5,,1354448.31
2025/03/01,2025/02/26,SF FuneralF1120553      250226,,126.5,,1354574.81
2025/03/01,2025/02/27,SF FuneralF805122       250227,,126.5,,1354701.31
2025/03/01,2025/02/27,SF FuneralF806015       250227,,126.5,,1354827.81
2025/03/01,2025/02/27,SF FuneralFDC0000000H0V3250227,,126.5,,1354954.31
2025/03/01,2025/02/27,SF FuneralFDC0000000PG88250227,,126.5,,1355080.81
2025/03/01,2025/02/28,SF FuneralFDC00000005W9N250228,,220,,1355300.81
2025/03/01,2025/02/28,SF FuneralFDC000000067KY250228,,126.5,,1355427.31
2025/03/01,2025/02/28,SF FuneralFDC00000006RNF250228,,126.5,,1355553.81
2025/03/01,2025/02/28,SF FuneralFDC000000077HC250228,,126.5,,1355680.31
2025/03/01,2025/02/28,SF FuneralFDC00000008JKX250228,,126.5,,1355806.81
2025/03/01,2025/02/28,SF FuneralF816288       250228,,126.5,,1355933.31
2025/03/01,2025/02/28,SF FuneralFDC00000009VGG250228,,126.5,,1356059.81
2025/03/01,2025/02/28,SF FuneralF818788       250228,,126.5,,1356186.31
2025/03/01,2025/02/28,SF FuneralF981610       250301,,126.5,,1356312.81
2025/03/01,2025/02/28,SF FuneralF1068340      250228,,126.5,,1356439.31
2025/03/01,2025/02/28,SF FuneralFDC0000000M8TT250228,,126.5,,1356565.81
2025/03/01,2025/02/28,SF FuneralF1117026      250228,,126.5,,1356692.31
2025/03/01,2025/02/28,SF FuneralF1118068      250228,,126.5,,1356818.81
2025/03/01,2025/02/28,SF FuneralF1126166      250228,,126.5,,1356945.31
2025/03/01,2025/02/28,SF FuneralF1126299      250228,,126.5,,1357071.81
2025/03/01,2025/02/28,SF FuneralF1127428      250228,,126.5,,1357198.31
2025/03/01,2025/02/28,SF FuneralF1128041      250228,,126.5,,1357324.81
2025/03/01,2025/02/22,SF FuneralF802870       250222,,126.5,,1357451.31
2025/03/01,2025/02/22,SF FuneralF1116780      250222,,63.25,,1357514.56
2025/03/01,2025/02/22,SF FuneralFDC0000000NYP1250223,,126.5,,1357641.06
2025/03/01,2025/02/24,SF FuneralFDC00000002WKR250224,,220,,1357861.06
2025/03/01,2025/02/24,SF FuneralF832212       250223,,126.5,,1357987.56
2025/03/01,2025/02/24,SF FuneralF987009       250224,,126.5,,1358114.06
2025/03/01,2025/02/25,SF FuneralFDC00000006BTY250225,,126.5,,1358240.56
2025/03/01,2025/02/25,SF FuneralFDC000000085JC250225,,126.5,,1358367.06
2025/03/01,2025/02/25,SF FuneralF832100       250225,,126.5,,1358493.56
2025/03/01,2025/02/25,SF FuneralFDC0000000CWJT250225,,63.25,,1358556.81
2025/03/01,2025/02/25,SF FuneralF987322       250225,,126.5,,1358683.31
2025/03/01,2025/02/25,SF FuneralF991711       250225,,126.5,,1358809.81
2025/03/01,2025/02/25,SF FuneralF1059381      250225,,126.5,,1358936.31
2025/03/01,2025/02/25,SF FuneralF1074940      250225,,126.5,,1359062.81
2025/03/01,2025/02/25,SF FuneralF1114524      250225,,126.5,,1359189.31
2025/03/01,2025/02/25,SF FuneralF1125006      250225,,126.5,,1359315.81
2025/03/01,2025/02/25,SF FuneralF1125399      250225,,126.5,,1359442.31
2025/03/01,2025/02/25,SF FuneralFDC0000000Q3YX250225,,126.5,,1359568.81
2025/03/01,2025/02/25,SF FuneralF1131279      250225,,126.5,,1359695.31
2025/03/01,2025/02/26,SF FuneralF831599       250226,,126.5,,1359821.81
2025/03/01,2025/02/26,SF FuneralF992366       250226,,126.5,,1359948.31
2025/03/01,2025/02/26,SF FuneralF1020969      250226,,126.5,,1360074.81
2025/03/01,2025/02/26,SF FuneralFDC0000000LSVT250226,,126.5,,1360201.31
2025/03/01,2025/02/26,SF FuneralF1110375      250226,,126.5,,1360327.81
2025/03/01,2025/02/26,SF FuneralF1124148      250226,,126.5,,1360454.31
2025/03/01,2025/02/27,SF FuneralFDC00000006CPQ250227,,126.5,,1360580.81
2025/03/01,2025/02/27,SF FuneralFDC00000007VKY250227,,126.5,,1360707.31
2025/03/01,2025/02/27,SF FuneralFDC0000000857L250227,,126.5,,1360833.81
2025/03/01,2025/02/27,SF FuneralFDC000000097KT250227,,126.5,,1360960.31
2025/03/01,2025/02/27,SF FuneralF820134       250227,,126.5,,1361086.81
2025/03/01,2025/02/27,SF FuneralF841104       250227,,126.5,,1361213.31
2025/03/01,2025/02/27,SF FuneralF993417       250227,,126.5,,1361339.81
2025/03/01,2025/02/27,SF FuneralF1021463      250227,,126.5,,1361466.31
2025/03/01,2025/02/27,SF FuneralF1060530      250227,,126.5,,1361592.81
2025/03/01,2025/02/27,SF FuneralFDC0000000LLZK250227,,191.5,,1361784.31
2025/03/01,2025/02/27,SF FuneralFDC0000000M8BS250227,,126.5,,1361910.81
2025/03/01,2025/02/27,SF FuneralF1112129      250227,,126.5,,1362037.31
2025/03/01,2025/02/27,SF FuneralF1112480      250227,,126.5,,1362163.81
2025/03/01,2025/02/27,SF FuneralF1120879      250227,,126.5,,1362290.31
2025/03/01,2025/02/27,SF FuneralFDC0000000PN8M250227,,126.5,,1362416.81
2025/03/01,2025/02/27,SF FuneralFDC0000000PNPD250227,,126.5,,1362543.31
2025/03/01,2025/02/28,SF FuneralFDC00000005WSD250228,,220,,1362763.31
2025/03/01,2025/02/28,SF FuneralFDC00000007C9Y250228,,126.5,,1362889.81
2025/03/01,2025/02/28,SF FuneralF808597       250228,,126.5,,1363016.31
2025/03/01,2025/02/28,SF FuneralF809052       250228,,126.5,,1363142.81
2025/03/01,2025/02/28,SF FuneralF901226       250301,,126.5,,1363269.31
2025/03/01,2025/02/28,SF FuneralF788809       250228,,256.5,,1363525.81
2025/03/01,2025/02/28,SF FuneralFDC0000000JWS9250228,,126.5,,1363652.31
2025/03/01,2025/02/28,SF FuneralFDC0000000NJMS250228,,126.5,,1363778.81
2025/03/01,2025/02/28,SF FuneralF1118274      250228,,126.5,,1363905.31
2025/03/01,2025/02/28,SF FuneralF1126950      250228,,126.5,,1364031.81
2025/03/01,2025/02/28,SF FuneralF1128846      250228,,126.5,,1364158.31
2025/03/01,2025/02/28,SF FuneralF1129508      250228,,126.5,,1364284.81
2025/03/01,2025/02/28,SF FuneralF1130232      250228,,126.5,,1364411.31
2025/03/01,2025/02/24,SF FuneralFDC00000002SMZ250224,,220,,1364631.31
2025/03/01,2025/02/24,SF FuneralFDC000000034JS250224,,110,,1364741.31
2025/03/01,2025/02/24,SF FuneralF1126157      250224,,126.5,,1364867.81
2025/03/01,2025/02/28,SF FuneralF828051       250228,,126.5,,1364994.31
2025/03/01,2025/02/21,SF FuneralFDC00000003LK0250221,,220,,1365214.31
2025/03/01,2025/02/21,SF FuneralF981215       250222,,126.5,,1365340.81
2025/03/01,2025/02/21,SF FuneralF990262       250223,,126.5,,1365467.31
2025/03/01,2025/02/22,SF FuneralFDC00000005YN6250222,,126.5,,1365593.81
2025/03/01,2025/02/22,SF FuneralF827838       250222,,126.5,,1365720.31
2025/03/01,2025/02/24,SF FuneralF802288       250224,,126.5,,1365846.81
2025/03/01,2025/02/24,SF FuneralF802315       250224,,126.5,,1365973.31
2025/03/01,2025/02/25,SF FuneralFDC00000006CX8250225,,126.5,,1366099.81
2025/03/01,2025/02/25,SF FuneralFDC00000007FJ6250225,,126.5,,1366226.31
2025/03/01,2025/02/25,SF FuneralF834242       250225,,126.5,,1366352.81
2025/03/01,2025/02/25,SF FuneralF1120149      250225,,63.25,,1366416.06
2025/03/01,2025/02/25,SF FuneralF1120220      250225,,63.25,,1366479.31
2025/03/01,2025/02/25,SF FuneralFDC0000000NYPL250225,,126.5,,1366605.81
2025/03/01,2025/02/25,SF FuneralFDC0000000PRPN250225,,126.5,,1366732.31
2025/03/01,2025/02/25,SF FuneralF1131019      250225,,63.25,,1366795.56
2025/03/01,2025/02/25,SF FuneralF1131149      250225,,126.5,,1366922.06
2025/03/01,2025/02/25,SF FuneralFDC0000000Q4L6250225,,126.5,,1367048.56
2025/03/01,2025/02/25,SF FuneralFDC0000000Q54Q250225,,126.5,,1367175.06
2025/03/01,2025/02/28,SF FuneralFDC000000065DD250228,,126.5,,1367301.56
2025/03/01,2025/02/28,SF FuneralFDC000000067LH250228,,126.5,,1367428.06
2025/03/01,2025/02/28,SF FuneralFDC0000000684P250228,,126.5,,1367554.56
2025/03/01,2025/02/28,SF FuneralFDC0000000685F250228,,126.5,,1367681.06
2025/03/01,2025/02/28,SF FuneralFDC00000006XXD250228,,126.5,,1367807.56
2025/03/01,2025/02/28,SF FuneralFDC00000009H0N250228,,126.5,,1367934.06
2025/03/01,2025/02/28,SF FuneralF813490       250228,,126.5,,1368060.56
2025/03/01,2025/02/28,SF FuneralF822006       250228,,126.5,,1368187.06
2025/03/01,2025/02/28,SF FuneralF987319       250301,,126.5,,1368313.56
2025/03/01,2025/02/28,SF FuneralF990279       250301,,126.5,,1368440.06
2025/03/01,2025/02/28,SF FuneralF1061532      250228,,126.5,,1368566.56
2025/03/01,2025/02/28,SF FuneralF1066439      250228,,126.5,,1368693.06
2025/03/01,2025/02/28,SF FuneralF1110172      250228,,126.5,,1368819.56
2025/03/01,2025/02/28,SF FuneralFDC0000000MR2X250228,,126.5,,1368946.06
2025/03/01,2025/02/28,SF FuneralF1117395      250228,,126.5,,1369072.56
2025/03/01,2025/02/28,SF FuneralF1126203      250228,,126.5,,1369199.06
2025/03/01,2025/02/28,SF FuneralF1126903      250228,,126.5,,1369325.56
2025/03/01,2025/02/28,SF FuneralF1127950      250228,,126.5,,1369452.06
2025/03/01,2025/02/21,SF FuneralF1126087      250221,,126.5,,1369578.56
2025/03/01,2025/02/22,SF FuneralF812711       250222,,126.5,,1369705.06
2025/03/01,2025/02/24,SF FuneralF900264       250222,,126.5,,1369831.56
2025/03/01,2025/02/24,SF FuneralF987690       250224,,126.5,,1369958.06
2025/03/01,2025/02/25,SF FuneralFDC00000006XY7250225,,126.5,,1370084.56
2025/03/01,2025/02/25,SF FuneralFDC00000007Q2R250225,,126.5,,1370211.06
2025/03/01,2025/02/25,SF FuneralFDC00000007Q5P250225,,126.5,,1370337.56
2025/03/01,2025/02/25,SF FuneralF793801       250225,,126.5,,1370464.06
2025/03/01,2025/02/25,SF FuneralFDC00000009CP1250225,,95.75,,1370559.81
2025/03/01,2025/02/25,SF FuneralF1021955      250225,,63.25,,1370623.06
2025/03/01,2025/02/25,SF FuneralF1072850      250225,,63.25,,1370686.31
2025/03/01,2025/02/25,SF FuneralF1124768      250225,,63.25,,1370749.56
2025/03/01,2025/02/26,SF FuneralF820185       250226,,256.5,,1371006.06
2025/03/01,2025/02/26,SF FuneralF900809       250226,,126.5,,1371132.56
2025/03/01,2025/02/26,SF FuneralF986933       250226,,126.5,,1371259.06
2025/03/01,2025/02/27,SF FuneralFDC000000057FK250227,,126.5,,1371385.56
2025/03/01,2025/02/27,SF FuneralFDC00000005MQV250227,,126.5,,1371512.06
2025/03/01,2025/02/27,SF FuneralFDC00000005W51250227,,126.5,,1371638.56
2025/03/01,2025/02/27,SF FuneralFDC00000006G52250227,,126.5,,1371765.06
2025/03/01,2025/02/27,SF FuneralFDC00000006GJ5250227,,126.5,,1371891.56
2025/03/01,2025/02/27,SF FuneralFDC0000000BQQ3250227,,126.5,,1372018.06
2025/03/01,2025/02/27,SF FuneralF828920       250227,,126.5,,1372144.56
2025/03/01,2025/02/27,SF FuneralF841285       250227,,126.5,,1372271.06
2025/03/01,2025/02/27,SF FuneralF981601       250227,,126.5,,1372397.56
2025/03/01,2025/02/27,SF FuneralF1075123      250227,,126.5,,1372524.06
2025/03/01,2025/02/27,SF FuneralF1075141      250227,,126.5,,1372650.56
2025/03/01,2025/02/27,SF FuneralF1084614      250227,,126.5,,1372777.06
2025/03/01,2025/02/27,SF FuneralF1102874      250227,,126.5,,1372903.56
2025/03/01,2025/02/27,SF FuneralF1117203      250227,,126.5,,1373030.06
2025/03/01,2025/02/27,SF FuneralF1120157      250227,,126.5,,1373156.56
2025/03/01,2025/02/27,SF FuneralF1120679      250227,,126.5,,1373283.06
2025/03/01,2025/02/27,SF FuneralFDC0000000NZ2T250227,,126.5,,1373409.56
2025/03/01,2025/02/28,SF FuneralFDC00000008YFT250228,,126.5,,1373536.06
2025/03/01,2025/02/28,SF FuneralFDC0000000H1QJ250301,,126.5,,1373662.56
2025/03/01,2025/02/28,SF FuneralF988322       250301,,126.5,,1373789.06
2025/03/01,2025/02/28,SF FuneralF1124559      250228,,126.5,,1373915.56
2025/03/01,2025/02/25,SF FuneralF1073379      250225,,31.63,,1373947.19
2025/03/01,2025/02/25,SF FuneralF1073746      250225,,31.63,,1373978.82
2025/03/01,2025/02/25,SF FuneralF1123497      250225,,31.63,,1374010.45
2025/03/01,2025/02/28,SF FuneralFDC00000005HJM250228,,31.63,,1374042.08
2025/03/01,2025/02/28,SF FuneralF981788       250228,,31.63,,1374073.71
2025/03/01,2025/02/26,SF FuneralF802223       250226,,126.5,,1374200.21
2025/03/01,2025/02/26,SF FuneralF808656       250226,,126.5,,1374326.71
2025/03/01,2025/02/26,SF FuneralFDC0000000BBS5250226,,126.5,,1374453.21
2025/03/01,2025/02/26,SF FuneralF827826       250226,,126.5,,1374579.71
2025/03/01,2025/02/26,SF FuneralF992508       250226,,126.5,,1374706.21
2025/03/01,2025/02/26,SF FuneralF992740       250226,,126.5,,1374832.71
2025/03/01,2025/02/26,SF FuneralF993452       250226,,126.5,,1374959.21
2025/03/01,2025/02/26,SF FuneralFDC0000000JFXT250226,,126.5,,1375085.71
2025/03/01,2025/02/26,SF FuneralF992956       250226,,126.5,,1375212.21
2025/03/01,2025/02/26,SF FuneralF1120798      250226,,126.5,,1375338.71
2025/03/01,2025/02/26,SF FuneralF1121772      250226,,126.5,,1375465.21
2025/03/01,2025/02/26,SF FuneralFDC0000000P0Y6250226,,126.5,,1375591.71
2025/03/01,2025/02/27,SF FuneralFDC00000005DDL250227,,126.5,,1375718.21
2025/03/01,2025/02/27,SF FuneralFDC00000005FV6250227,,126.5,,1375844.71
2025/03/01,2025/02/27,SF FuneralFDC00000005GBC250227,,126.5,,1375971.21
2025/03/01,2025/02/27,SF FuneralFDC00000005RZK250227,,220,,1376191.21
2025/03/01,2025/02/27,SF FuneralFDC0000000630V250227,,126.5,,1376317.71
2025/03/01,2025/02/27,SF FuneralFDC000000066QG250227,,126.5,,1376444.21
2025/03/01,2025/02/27,SF FuneralFDC00000006C5K250227,,126.5,,1376570.71
2025/03/01,2025/02/27,SF FuneralFDC00000006X1M250227,,126.5,,1376697.21
2025/03/01,2025/02/27,SF FuneralFDC00000006XP2250227,,126.5,,1376823.71
2025/03/01,2025/02/27,SF FuneralFDC000000071VJ250227,,126.5,,1376950.21
2025/03/01,2025/02/27,SF FuneralFDC00000007TMJ250227,,126.5,,1377076.71
2025/03/01,2025/02/27,SF FuneralF803709       250227,,126.5,,1377203.21
2025/03/01,2025/02/27,SF FuneralF804237       250227,,126.5,,1377329.71
2025/03/01,2025/02/27,SF FuneralF812288       250227,,126.5,,1377456.21
2025/03/01,2025/02/27,SF FuneralF812891       250227,,126.5,,1377582.71
2025/03/01,2025/02/27,SF FuneralF816607       250227,,126.5,,1377709.21
2025/03/01,2025/02/27,SF FuneralF817924       250227,,126.5,,1377835.71
2025/03/01,2025/02/27,SF FuneralF819594       250227,,126.5,,1377962.21
2025/03/01,2025/02/27,SF FuneralFDC0000000B6KL250227,,126.5,,1378088.71
2025/03/01,2025/02/27,SF FuneralF828754       250227,,126.5,,1378215.21
