"Txn date","Effective","Description","Truncated card number","Amount","Charges","Balance"
"2025-02-18","2025-02-17","SF FuneralF1102870      250217","","63.25","","276581.15"
"2025-02-18","2025-02-17","SF FuneralF1103857      250217","","31.63","","276612.78"
"2025-02-18","2025-02-17","SF FuneralFDC0000000NPG9250217","","31.63","","276644.41"
"2025-02-18","2025-02-12","SF FuneralF801567       250212","","126.5","","276770.91"
"2025-02-18","2025-02-12","SF FuneralF1016865      250212","","126.5","","276897.41"
"2025-02-18","2025-02-12","SF FuneralF1079666      250212","","126.5","","277023.91"
"2025-02-18","2025-02-12","SF FuneralF1129410      250212","","126.5","","277150.41"
"2025-02-18","2025-02-14","SF FuneralF981788       250214","","31.63","","277182.04"
"2025-02-18","2025-02-15","SF FuneralFDC0000000740L250215","","126.5","","277308.54"
"2025-02-18","2025-02-17","SF FuneralF815135       250217","","31.63","","277340.17"
"2025-02-18","2025-02-17","SF FuneralF819708       250217","","126.5","","277466.67"
"2025-02-18","2025-02-12","SF FuneralF822678       250212","","126.5","","277593.17"
"2025-02-18","2025-02-12","SF FuneralFDC0000000N6RG250212","","126.5","","277719.67"
"2025-02-18","2025-02-17","SF FuneralFDC00000005PJH250217","","126.5","","277846.17"
"2025-02-18","2025-02-18","SF FuneralFDC00000002WZ9250218","","110","","277956.17"
"2025-02-18","2025-02-18","SF FuneralFDC00000005XGZ250218","","126.5","","278082.67"
"2025-02-18","2025-02-18","SF FuneralFDC00000007DFR250218","","126.5","","278209.17"
"2025-02-18","2025-02-18","SF FuneralFDC00000007LQC250218","","63.25","","278272.42"
"2025-02-18","2025-02-18","SF FuneralF1129384      250218","","63.25","","278335.67"
"2025-02-18","2025-02-18","SF FuneralF1125077      250218","","63.25","","278398.92"
"2025-02-18","2025-02-12","SF FuneralFDC0000000NPJ0250212","","126.5","","278525.42"
"2025-02-18","2025-02-17","SF FuneralF844068       250217","","63.25","","278588.67"
"2025-02-18","2025-02-18","SF FuneralFDC00000007J6D250218","","63.25","","278651.92"
"2025-02-18","2025-02-18","SF FuneralF817293       250218","","31.63","","278683.55"
"2025-02-18","2025-02-18","SF FuneralF834203       250218","","31.63","","278715.18"
"2025-02-18","2025-02-18","SF FuneralF981808       250218","","126.5","","278841.68"
"2025-02-18","2025-02-18","SF FuneralF1068027      250218","","31.63","","278873.31"
"2025-02-18","2025-02-18","SF FuneralFDC0000000NL0D250218","","63.25","","278936.56"
"2025-02-18","2025-02-18","SF FuneralFDC0000000PFVZ250218","","126.5","","279063.06"
"2025-02-18","2025-02-15","SF FuneralFDC00000005KXR250215","","31.63","","279094.69"
"2025-02-18","2025-02-18","SF FuneralFDC0000000455X250218","","55","","279149.69"
"2025-02-18","2025-02-18","SF FuneralFDC00000005NFK250218","","31.63","","279181.32"
"2025-02-18","2025-02-18","SF FuneralFDC00000005P3L250218","","31.63","","279212.95"
"2025-02-18","2025-02-18","SF FuneralFDC00000005P3Q250218","","31.63","","279244.58"
"2025-02-18","2025-02-18","SF FuneralFDC00000007DFS250218","","31.63","","279276.21"
"2025-02-18","2025-02-18","SF FuneralFDC00000007X30250218","","31.63","","279307.84"
"2025-02-18","2025-02-18","SF FuneralFDC00000007X31250218","","31.63","","279339.47"
"2025-02-18","2025-02-18","SF FuneralFDC00000007YH4250218","","31.63","","279371.1"
"2025-02-18","2025-02-18","SF FuneralFDC00000007YZB250218","","31.63","","279402.73"
"2025-02-18","2025-02-18","SF FuneralFDC00000008H47250218","","31.63","","279434.36"
"2025-02-18","2025-02-18","SF FuneralF811401       250218","","31.63","","279465.99"
"2025-02-18","2025-02-18","SF FuneralF811790       250218","","31.63","","279497.62"
"2025-02-18","2025-02-18","SF FuneralF814338       250218","","31.63","","279529.25"
"2025-02-18","2025-02-18","SF FuneralF830294       250218","","31.63","","279560.88"
"2025-02-18","2025-02-18","SF FuneralFDC0000000HK7D250218","","31.63","","279592.51"
"2025-02-18","2025-02-18","SF FuneralF987244       250218","","31.63","","279624.14"
"2025-02-18","2025-02-18","SF FuneralFDC0000000HXY2250218","","31.63","","279655.77"
"2025-02-18","2025-02-18","SF FuneralF989177       250218","","31.63","","279687.4"
"2025-02-18","2025-02-18","SF FuneralF992519       250218","","31.63","","279719.03"
"2025-02-18","2025-02-18","SF FuneralFDC0000000L0TL250218","","31.63","","279750.66"
"2025-02-18","2025-02-18","SF FuneralFDC0000000L0TM250218","","31.63","","279782.29"
"2025-02-18","2025-02-18","SF FuneralF1080246      250218","","31.63","","279813.92"
"2025-02-18","2025-02-18","SF FuneralF1085179      250218","","31.63","","279845.55"
"2025-02-18","2025-02-18","SF FuneralF1112035      250218","","31.63","","279877.18"
"2025-02-18","2025-02-18","SF FuneralF1112298      250218","","31.63","","279908.81"
"2025-02-18","2025-02-18","SF FuneralF1113741      250218","","31.63","","279940.44"
"2025-02-18","2025-02-18","SF FuneralF1118335      250218","","31.63","","279972.07"
"2025-02-18","2025-02-18","SF FuneralF1124780      250218","","31.63","","280003.7"
"2025-02-18","2025-02-18","SF FuneralF1129409      250218","","31.63","","280035.33"
"2025-02-18","2025-02-18","SF FuneralF1130942      250218","","31.63","","280066.96"
"2025-02-18","2025-02-18","SF FuneralF1131798      250218","","31.63","","280098.59"
"2025-02-18","2025-02-18","SF FuneralF1132366      250218","","31.63","","280130.22"
"2025-02-18","2025-02-18","SF FuneralFDC00000007G81250218","","63.25","","280193.47"
"2025-02-18","2025-02-18","SF FuneralF1123027      250218","","31.63","","280225.1"
"2025-02-18","2025-02-18","SF FuneralF1125777      250218","","31.63","","280256.73"
"2025-02-18","2025-02-14","SF FuneralF1124033      250214","","126.5","","280383.23"
"2025-02-18","2025-02-13","SF FuneralFDC00000005KKZ250213","","126.5","","280509.73"
"2025-02-18","2025-02-13","SF FuneralFDC00000005L51250213","","126.5","","280636.23"
"2025-02-18","2025-02-18","SF FuneralFDC00000006L9F250218","","31.63","","280667.86"
"2025-02-18","2025-02-18","SF FuneralFDC00000006P6H250218","","126.5","","280794.36"
"2025-02-18","2025-02-18","SF FuneralFDC0000000HQB5250218","","31.63","","280825.99"
"2025-02-18","2025-02-18","SF FuneralF1080165      250218","","31.63","","280857.62"
"2025-02-18","2025-02-18","SF FuneralFDC0000000ML7D250218","","31.63","","280889.25"
"2025-02-18","2025-02-18","SF FuneralF1110796      250218","","31.63","","280920.88"
"2025-02-18","2025-02-18","SF FuneralFDC0000000NDDS250218","","126.5","","281047.38"
"2025-02-18","2025-02-18","SF FuneralF1118348      250218","","31.63","","281079.01"
"2025-02-18","2025-02-18","SF FuneralF1121768      250218","","63.25","","281142.26"
"2025-02-18","2025-02-18","SF FuneralF1130345      250218","","31.63","","281173.89"
"2025-02-18","2025-02-12","SF FuneralFDC00000005VNK250212","","126.5","","281300.39"
"2025-02-18","2025-02-12","SF FuneralF989757       250212","","126.5","","281426.89"
"2025-02-18","2025-02-12","SF FuneralFDC0000000KBFK250212","","126.5","","281553.39"
"2025-02-18","2025-02-12","SF FuneralF1120385      250212","","126.5","","281679.89"
"2025-02-18","2025-02-12","SF FuneralFDC00000005MJS250212","","126.5","","281806.39"
"2025-02-18","2025-02-12","SF FuneralFDC00000005NC4250212","","126.5","","281932.89"
"2025-02-18","2025-02-17","SF FuneralF822549       250217","","31.63","","281964.52"
"2025-02-18","2025-02-17","SF FuneralFDC0000000N82W250217","","126.5","","282091.02"
"2025-02-18","2025-02-18","SF FuneralFDC00000005DH3250218","","110","","282201.02"
"2025-02-18","2025-02-18","SF FuneralFDC00000007HDM250218","","126.5","","282327.52"
"2025-02-18","2025-02-18","SF FuneralF804091       250218","","31.63","","282359.15"
"2025-02-18","2025-02-18","SF FuneralF753764       250218","","126.5","","282485.65"
"2025-02-18","2025-02-18","SF FuneralF796739       250218","","31.63","","282517.28"
"2025-02-18","2025-02-18","SF FuneralF840779       250218","","126.5","","282643.78"
"2025-02-18","2025-02-18","SF FuneralF901250       250218","","63.25","","282707.03"
"2025-02-18","2025-02-18","SF FuneralF990180       250218","","31.63","","282738.66"
"2025-02-18","2025-02-18","SF FuneralF1061069      250218","","31.63","","282770.29"
"2025-02-18","2025-02-18","SF FuneralF1111603      250218","","31.63","","282801.92"
"2025-02-18","2025-02-12","SF FuneralFDC00000005PM9250212","","126.5","","282928.42"
"2025-02-18","2025-02-12","SF FuneralF816803       250212","","126.5","","283054.92"
"2025-02-18","2025-02-12","SF FuneralF843956       250212","","126.5","","283181.42"
"2025-02-18","2025-02-18","SF FuneralFDC000000061YD250218","","31.63","","283213.05"
"2025-02-18","2025-02-18","SF FuneralFDC000000079QY250218","","31.63","","283244.68"
"2025-02-18","2025-02-18","SF FuneralFDC00000007CJF250218","","63.25","","283307.93"
"2025-02-18","2025-02-18","SF FuneralF802375       250218","","31.63","","283339.56"
"2025-02-18","2025-02-18","SF FuneralF990232       250218","","31.63","","283371.19"
"2025-02-18","2025-02-18","SF FuneralF1020916      250218","","31.63","","283402.82"
"2025-02-18","2025-02-18","SF FuneralFDC0000000KQ5F250218","","31.63","","283434.45"
"2025-02-18","2025-02-18","SF FuneralF1065982      250218","","31.63","","283466.08"
"2025-02-18","2025-02-18","SF FuneralF1068029      250218","","31.63","","283497.71"
"2025-02-18","2025-02-18","SF FuneralF1073137      250218","","63.25","","283560.96"
"2025-02-18","2025-02-18","SF FuneralF1074649      250218","","31.63","","283592.59"
"2025-02-18","2025-02-18","SF FuneralF981451       250218","","31.63","","283624.22"
"2025-02-18","2025-02-18","SF FuneralF1115104      250218","","63.25","","283687.47"
"2025-02-18","2025-02-18","SF FuneralF1127485      250218","","31.63","","283719.1"
"2025-02-18","2025-02-18","SF FuneralF1129103      250218","","31.63","","283750.73"
"2025-02-18","2025-02-18","SF FuneralF1131768      250218","","126.5","","283877.23"
"2025-02-18","2025-02-18","SF FuneralF1132314      250218","","31.63","","283908.86"
"2025-02-18","2025-02-12","Rev SF FuneralFDC00000006TQ1250212","","-126.5","","283782.36"
"2025-02-18","2025-02-12","Rev SF FuneralFDC0000000PZSD250212","","-126.5","","283655.86"
"2025-02-18","2025-02-12","SF FuneralFDC000000064R7250212","","126.5","","283782.36"
"2025-02-18","2025-02-17","SF FuneralFDC00000005F1K250217","","31.63","","283813.99"
"2025-02-18","2025-02-17","SF FuneralFDC00000007D5W250217","","63.25","","283877.24"
"2025-02-18","2025-02-18","SF FuneralF814431       250218","","31.63","","283908.87"
"2025-02-18","2025-02-12","Rev SF FuneralFDC0000000HM0V250212","","-126.5","","283782.37"
"2025-02-18","2025-02-11","SF FuneralFDC00000006YDC250211","","126.5","","283908.87"
"2025-02-18","2025-02-12","SF FuneralFDC00000007NND250212","","126.5","","284035.37"
"2025-02-18","2025-02-13","SF FuneralFDC00000006Z37250213","","126.5","","284161.87"
"2025-02-18","2025-02-15","SF FuneralFDC000000071GW250215","","126.5","","284288.37"
"2025-02-18","2025-02-18","SF FuneralF843810       250218","","63.25","","284351.62"
"2025-02-18","2025-02-18","SF FuneralFDC0000000ND1R250218","","31.63","","284383.25"
"2025-02-18","2025-02-18","SF FuneralFDC0000000ND1S250218","","31.63","","284414.88"
"2025-02-18","2025-02-18","SF FuneralF1123497      250218","","31.63","","284446.51"
"2025-02-18","2025-02-14","SF FuneralF812499       250214","","63.25","","284509.76"
"2025-02-18","2025-02-14","SF FuneralFDC000000034WF250214","","220","","284729.76"
"2025-02-18","2025-02-14","SF FuneralFDC0000000K7CQ250214","","31.63","","284761.39"
"2025-02-18","2025-02-15","SF FuneralF1127722      250215","","126.5","","284887.89"
"2025-02-18","2025-02-17","SF FuneralFDC000000067RJ250217","","126.5","","285014.39"
"2025-02-18","2025-02-17","SF FuneralF1073094      250217","","126.5","","285140.89"
"2025-02-18","2025-02-17","Rev SF FuneralFDC0000000N2L5250217","","-126.5","","285014.39"
"2025-02-18","2025-02-18","SF FuneralF797213       250218","","31.63","","285046.02"
"2025-02-18","2025-02-17","SF FuneralFDC000000075NF250217","","126.5","","285172.52"
"2025-02-18","2025-02-15","SF FuneralFDC0000000KH3D250216","","31.63","","285204.15"
"2025-02-18","2025-02-15","SF FuneralF1126000      250215","","126.5","","285330.65"
"2025-02-18","2025-02-17","SF FuneralFDC00000005XK1250217","","220","","285550.65"
"2025-02-18","2025-02-17","SF FuneralF844580       250215","","126.5","","285677.15"
"2025-02-18","2025-02-17","SF FuneralF1118978      250217","","126.5","","285803.65"
"2025-02-18","2025-02-18","SF FuneralFDC00000007J73250218","","63.25","","285866.9"
"2025-02-18","2025-02-18","SF FuneralFDC0000000HG11250218","","63.25","","285930.15"
"2025-02-18","2025-02-14","Rev SF FuneralFDC0000000JFC4250214","","-31.63","","285898.52"
"2025-02-18","2025-02-12","Rev SF FuneralFDC0000000PLW4250212","","-126.5","","285772.02"
"2025-02-18","2025-02-15","Rev SF FuneralFDC000000071GW250215","","-126.5","","285645.52"
"2025-02-18","2025-02-12","Rev SF FuneralFDC0000000PLW7250212","","-126.5","","285519.02"
"2025-02-18","2025-01-24","Rev SF FuneralFDC000000070D4250128","","-126.5","","285392.52"
"2025-02-18","2025-01-22","Rev SF FuneralFDC00000008FKB250122","","-126.5","","285266.02"
"2025-02-18","2025-02-14","Rev SF FuneralFDC000000034WF250214","","-220","","285046.02"
"2025-02-18","2025-02-04","Rev SF FuneralFDC00000007VX8250204","","-126.5","","284919.52"
"2025-02-18","2025-02-12","Rev SF FuneralFDC00000007CK1250212","","-126.5","","284793.02"
"2025-02-18","2025-02-17","SF FuneralFDC00000005P76250217","","126.5","","284919.52"
"2025-02-18","2025-02-17","SF FuneralF1073199      250217","","126.5","","285046.02"
"2025-02-18","2025-02-18","SF FuneralF844086       250218","","63.25","","285109.27"
"2025-02-18","2025-02-18","SF FuneralF811655       250218","","31.63","","285140.9"
"2025-02-18","2025-02-18","SF FuneralFDC0000000L7RR250218","","126.5","","285267.4"
"2025-02-19","2025-02-12","SF FuneralFDC0000000600K250212","","126.5","","285393.9"
"2025-02-19","2025-02-12","SF FuneralFDC00000006011250212","","126.5","","285520.4"
"2025-02-19","2025-02-17","SF FuneralF1083929      250217","","63.25","","285583.65"
"2025-02-19","2025-02-10","SF FuneralF1114627      250210","","63.25","","285646.9"
"2025-02-19","2025-02-13","SF FuneralF1104032      250213","","126.5","","285773.4"
"2025-02-19","2025-02-14","SF FuneralF843724       250214","","63.25","","285836.65"
"2025-02-19","2025-02-15","SF FuneralFDC00000005XG6250215","","126.5","","285963.15"
"2025-02-19","2025-02-15","SF FuneralFDC00000005XNC250215","","31.63","","285994.78"
"2025-02-19","2025-02-15","SF FuneralFDC00000007HT4250215","","126.5","","286121.28"
"2025-02-19","2025-02-15","SF FuneralF776812       250215","","386.5","","286507.78"
"2025-02-19","2025-02-15","SF FuneralFDC0000000L9GB250215","","126.5","","286634.28"
"2025-02-19","2025-02-15","SF FuneralF1074829      250215","","126.5","","286760.78"
"2025-02-19","2025-02-15","SF FuneralF1118414      250216","","31.63","","286792.41"
"2025-02-19","2025-02-15","SF FuneralF1127843      250215","","31.63","","286824.04"
"2025-02-19","2025-02-15","SF FuneralF1130776      250215","","31.63","","286855.67"
"2025-02-19","2025-02-17","SF FuneralFDC00000002R4Q250217","","220","","287075.67"
"2025-02-19","2025-02-17","SF FuneralFDC00000005RR7250217","","31.63","","287107.3"
"2025-02-19","2025-02-17","SF FuneralFDC000000063HH250217","","126.5","","287233.8"
"2025-02-19","2025-02-17","SF FuneralFDC00000006M8H250216","","126.5","","287360.3"
"2025-02-19","2025-02-17","SF FuneralFDC00000006SLY250216","","126.5","","287486.8"
"2025-02-19","2025-02-17","SF FuneralFDC00000006SLZ250216","","126.5","","287613.3"
"2025-02-19","2025-02-17","SF FuneralF805529       250217","","126.5","","287739.8"
"2025-02-19","2025-02-17","SF FuneralF841739       250216","","126.5","","287866.3"
"2025-02-19","2025-02-17","SF FuneralF1080152      250217","","126.5","","287992.8"
"2025-02-19","2025-02-17","SF FuneralF1123098      250217","","31.63","","288024.43"
"2025-02-19","2025-02-17","SF FuneralF1129452      250217","","31.63","","288056.06"
"2025-02-19","2025-02-18","SF FuneralFDC0000000JHBW250218","","31.63","","288087.69"
"2025-02-19","2025-02-18","SF FuneralF1068212      250218","","31.63","","288119.32"
"2025-02-19","2025-02-18","SF FuneralF1080249      250218","","31.63","","288150.95"
"2025-02-19","2025-02-18","SF FuneralFDC0000000P3GS250218","","126.5","","288277.45"
"2025-02-19","2025-02-18","SF FuneralF1130870      250218","","31.63","","288309.08"
"2025-02-19","2025-02-11","SF FuneralF831283       250211","","126.5","","288435.58"
"2025-02-19","2025-02-12","SF FuneralFDC00000008FDG250212","","126.5","","288562.08"
"2025-02-19","2025-02-15","SF FuneralFDC00000005MWG250215","","31.63","","288593.71"
"2025-02-19","2025-02-15","SF FuneralF1072684      250215","","31.63","","288625.34"
"2025-02-19","2025-02-17","SF FuneralFDC0000000NYB2250217","","126.5","","288751.84"
"2025-02-19","2025-02-17","SF FuneralF834627       250216","","31.63","","288783.47"
"2025-02-19","2025-02-17","SF FuneralFDC0000000KYZ5250217","","31.63","","288815.1"
"2025-02-19","2025-02-19","SF FuneralF1127493      250219","","31.63","","288846.73"
"2025-02-19","2025-02-19","SF FuneralF844044       250219","","31.63","","288878.36"
"2025-02-19","2025-02-19","SF FuneralFDC00000005XY8250219","","126.5","","289004.86"
"2025-02-19","2025-02-19","SF FuneralFDC00000005Y44250219","","126.5","","289131.36"
"2025-02-19","2025-02-19","SF FuneralFDC00000006FX3250219","","126.5","","289257.86"
"2025-02-19","2025-02-19","SF FuneralFDC00000006W2Y250219","","126.5","","289384.36"
"2025-02-19","2025-02-19","SF FuneralFDC00000006W30250219","","126.5","","289510.86"
"2025-02-19","2025-02-19","SF FuneralF1072876      250219","","126.5","","289637.36"
"2025-02-19","2025-02-19","SF FuneralF1124159      250219","","63.25","","289700.61"
"2025-02-19","2025-02-19","SF FuneralF1131023      250219","","126.5","","289827.11"
"2025-02-19","2025-02-19","SF FuneralFDC00000002SRP250219","","220","","290047.11"
"2025-02-19","2025-02-19","SF FuneralFDC000000061SG250219","","126.5","","290173.61"
"2025-02-19","2025-02-19","SF FuneralFDC0000000PX2H250219","","126.5","","290300.11"
"2025-02-19","2025-02-12","SF FuneralFDC00000005WQ1250212","","126.5","","290426.61"
"2025-02-19","2025-02-18","SF FuneralF1073801      250218","","31.63","","290458.24"
"2025-02-19","2025-02-19","SF FuneralFDC0000000873B250219","","126.5","","290584.74"
"2025-02-19","2025-02-19","SF FuneralFDC00000008H3W250219","","126.5","","290711.24"
"2025-02-19","2025-02-19","SF FuneralFDC0000000HC6L250219","","126.5","","290837.74"
"2025-02-19","2025-02-19","SF FuneralFDC0000000PNDR250219","","126.5","","290964.24"
"2025-02-19","2025-02-15","SF FuneralF1074785      250215","","31.63","","290995.87"
"2025-02-19","2025-02-15","SF FuneralF1104075      250215","","126.5","","291122.37"
"2025-02-19","2025-02-15","SF FuneralF1127442      250215","","126.5","","291248.87"
"2025-02-19","2025-02-14","SF FuneralF823416       250214","","126.5","","291375.37"
"2025-02-19","2025-02-19","SF FuneralFDC00000008X5B250219","","31.63","","291407"
"2025-02-19","2025-02-19","SF FuneralF1127570      250219","","126.5","","291533.5"
"2025-02-19","2025-02-17","SF FuneralF1066274      250217","","31.63","","291565.13"
"2025-02-19","2025-02-18","SF FuneralF1078281      250218","","63.25","","291628.38"
"2025-02-19","2025-02-19","SF FuneralFDC00000005Q2Z250219","","63.25","","291691.63"
"2025-02-19","2025-02-19","SF FuneralFDC00000005R1F250219","","63.25","","291754.88"
"2025-02-19","2025-02-19","SF FuneralFDC00000006JJK250219","","63.25","","291818.13"
"2025-02-19","2025-02-19","SF FuneralFDC0000000KQN5250219","","126.5","","291944.63"
"2025-02-19","2025-02-14","Rev SF FuneralFDC0000000K7CQ250214","","-31.63","","291913"
"2025-02-19","2025-02-15","Rev SF FuneralFDC0000000KH3D250216","","-31.63","","291881.37"
"2025-02-19","2025-02-15","Rev SF FuneralFDC00000007HT4250215","","-126.5","","291754.87"
"2025-02-19","2025-02-17","Rev SF FuneralFDC00000006SLY250216","","-126.5","","291628.37"
"2025-02-19","2025-02-17","Rev SF FuneralFDC00000006SLZ250216","","-126.5","","291501.87"
"2025-02-19","2025-02-15","Rev SF FuneralFDC0000000L9GB250215","","-126.5","","291375.37"
"2025-02-19","2025-02-10","SF FuneralF990195       250210","","126.5","","291501.87"
"2025-02-19","2025-02-12","SF FuneralFDC00000005PK5250212","","126.5","","291628.37"
"2025-02-19","2025-02-12","SF FuneralFDC00000005TL4250212","","126.5","","291754.87"
"2025-02-19","2025-02-13","SF FuneralF830489       250213","","126.5","","291881.37"
"2025-02-19","2025-02-15","SF FuneralF784736       250215","","31.63","","291913"
"2025-02-19","2025-02-15","SF FuneralF1017419      250216","","63.25","","291976.25"
"2025-02-19","2025-02-15","SF FuneralF1079004      250216","","31.63","","292007.88"
"2025-02-19","2025-02-17","SF FuneralFDC00000006SV7250216","","31.63","","292039.51"
"2025-02-19","2025-02-17","SF FuneralFDC00000009G6B250216","","31.63","","292071.14"
"2025-02-19","2025-02-18","SF FuneralFDC00000005YYS250218","","31.63","","292102.77"
"2025-02-19","2025-02-18","SF FuneralF1072724      250218","","31.63","","292134.4"
"2025-02-19","2025-02-17","SF FuneralFDC0000000649N250217","","126.5","","292260.9"
"2025-02-19","2025-02-17","SF FuneralF900413       250215","","126.5","","292387.4"
"2025-02-19","2025-02-17","SF FuneralFDC0000000J1SG250217","","126.5","","292513.9"
"2025-02-19","2025-02-19","SF FuneralF1127823      250219","","126.5","","292640.4"
"2025-02-19","2025-02-12","SF FuneralF1118744      250212","","126.5","","292766.9"
"2025-02-19","2025-02-17","SF FuneralFDC00000008ZBX250217","","126.5","","292893.4"
"2025-02-19","2025-02-17","SF FuneralF1130859      250217","","126.5","","293019.9"
"2025-02-19","2025-02-18","SF FuneralF1127480      250218","","31.63","","293051.53"
"2025-02-19","2025-02-19","SF FuneralF1115979      250219","","126.5","","293178.03"
"2025-02-19","2024-07-22","Rev SF FuneralFDC00000007K8Z240722","","-126.5","","293051.53"
"2025-02-19","2025-02-12","SF FuneralF800675       250212","","126.5","","293178.03"
"2025-02-19","2025-02-17","SF FuneralFDC00000005NT1250217","","31.63","","293209.66"
"2025-02-19","2025-02-17","SF FuneralFDC00000005RZQ250217","","31.63","","293241.29"
"2025-02-19","2025-02-17","SF FuneralFDC00000009XWR250216","","31.63","","293272.92"
"2025-02-19","2025-02-17","SF FuneralFDC0000000C26W250217","","126.5","","293399.42"
"2025-02-19","2025-02-17","SF FuneralF831186       250217","","126.5","","293525.92"
"2025-02-19","2025-02-17","SF FuneralF1115983      250217","","126.5","","293652.42"
"2025-02-19","2025-02-18","SF FuneralF798846       250218","","31.63","","293684.05"
"2025-02-19","2025-02-19","SF FuneralF990934       250219","","126.5","","293810.55"
