"Txn date","Effective","Description","Truncated card number","Amount","Charges","Balance"
"2025-02-01","2025-01-28","SF FuneralF1073746      250128","","31.63","","1404311.78"
"2025-02-01","2025-01-28","SF FuneralF1074598      250128","","31.63","","1404343.41"
"2025-02-01","2025-01-28","SF FuneralF1113741      250128","","31.63","","1404375.04"
"2025-02-01","2025-01-28","SF FuneralF1117422      250128","","31.63","","1404406.67"
"2025-02-01","2025-01-28","SF FuneralF1123497      250128","","31.63","","1404438.3"
"2025-02-01","2025-01-28","SF FuneralF1127719      250128","","31.63","","1404469.93"
"2025-02-01","2025-01-28","SF FuneralF1129064      250128","","31.63","","1404501.56"
"2025-02-01","2025-01-28","SF FuneralF1129417      250128","","31.63","","1404533.19"
"2025-02-01","2025-01-22","SF FuneralF1108969      250122","","126.5","","1404659.69"
"2025-02-01","2025-01-23","SF FuneralF831656       250123","","126.5","","1404786.19"
"2025-02-01","2025-01-24","SF FuneralFDC00000005WSD250128","","220","","1405006.19"
"2025-02-01","2025-01-24","SF FuneralFDC00000006BC6250128","","126.5","","1405132.69"
"2025-02-01","2025-01-24","SF FuneralFDC00000006D4Q250127","","126.5","","1405259.19"
"2025-02-01","2025-01-24","SF FuneralFDC00000006RNF250128","","126.5","","1405385.69"
"2025-02-01","2025-01-24","SF FuneralFDC0000000716X250127","","126.5","","1405512.19"
"2025-02-01","2025-01-24","SF FuneralFDC0000000751F250128","","386.5","","1405898.69"
"2025-02-01","2025-01-24","SF FuneralFDC000000075FH250128","","126.5","","1406025.19"
"2025-02-01","2025-01-24","SF FuneralF793712       250125","","126.5","","1406151.69"
"2025-02-01","2025-01-24","SF FuneralF802315       250124","","126.5","","1406278.19"
"2025-02-01","2025-01-24","SF FuneralF808328       250128","","126.5","","1406404.69"
"2025-02-01","2025-01-24","SF FuneralF808597       250128","","126.5","","1406531.19"
"2025-02-01","2025-01-24","SF FuneralF808621       250128","","126.5","","1406657.69"
"2025-02-01","2025-01-24","SF FuneralF816288       250128","","126.5","","1406784.19"
"2025-02-01","2025-01-24","SF FuneralFDC0000000BBS5250126","","126.5","","1406910.69"
"2025-02-01","2025-01-24","SF FuneralF822207       250128","","126.5","","1407037.19"
"2025-02-01","2025-01-24","SF FuneralF834685       250128","","126.5","","1407163.69"
"2025-02-01","2025-01-24","SF FuneralFDC0000000JFXT250126","","126.5","","1407290.19"
"2025-02-01","2025-01-24","SF FuneralF1021087      250128","","126.5","","1407416.69"
"2025-02-01","2025-01-24","SF FuneralF1060379      250127","","126.5","","1407543.19"
"2025-02-01","2025-01-24","SF FuneralF1074881      250126","","126.5","","1407669.69"
"2025-02-01","2025-01-24","SF FuneralF1074938      250127","","126.5","","1407796.19"
"2025-02-01","2025-01-24","SF FuneralF1075123      250127","","126.5","","1407922.69"
"2025-02-01","2025-01-24","SF FuneralF1083803      250128","","126.5","","1408049.19"
"2025-02-01","2025-01-24","SF FuneralF1102874      250127","","126.5","","1408175.69"
"2025-02-01","2025-01-24","SF FuneralF1109044      250124","","126.5","","1408302.19"
"2025-02-01","2025-01-24","SF FuneralF1110018      250127","","126.5","","1408428.69"
"2025-02-01","2025-01-24","SF FuneralF1113148      250128","","126.5","","1408555.19"
"2025-02-01","2025-01-24","SF FuneralF1116125      250128","","126.5","","1408681.69"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NJSC250127","","126.5","","1408808.19"
"2025-02-01","2025-01-24","SF FuneralF1117395      250128","","126.5","","1408934.69"
"2025-02-01","2025-01-24","SF FuneralF1117620      250128","","126.5","","1409061.19"
"2025-02-01","2025-01-24","SF FuneralF1123418      250126","","126.5","","1409187.69"
"2025-02-01","2025-01-24","SF FuneralF1123498      250125","","126.5","","1409314.19"
"2025-02-01","2025-01-24","SF FuneralF1125243      250127","","126.5","","1409440.69"
"2025-02-01","2025-01-24","SF FuneralF1125843      250127","","126.5","","1409567.19"
"2025-02-01","2025-01-24","SF FuneralF1126044      250128","","126.5","","1409693.69"
"2025-02-01","2025-01-24","SF FuneralF1126166      250128","","126.5","","1409820.19"
"2025-02-01","2025-01-24","SF FuneralF1127831      250128","","126.5","","1409946.69"
"2025-02-01","2025-01-27","SF FuneralFDC0000000832F250126","","63.25","","1410009.94"
"2025-02-01","2025-01-28","SF FuneralF1130232      250128","","126.5","","1410136.44"
"2025-02-01","2025-01-31","SF FuneralF1066678      250131","","126.5","","1410262.94"
"2025-02-01","2025-01-24","SF FuneralFDC000000063H3250124","","126.5","","1410389.44"
"2025-02-01","2025-01-24","SF FuneralF820134       250127","","126.5","","1410515.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000LJWS250127","","126.5","","1410642.44"
"2025-02-01","2025-01-24","SF FuneralF1117355      250128","","126.5","","1410768.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000PL03250128","","126.5","","1410895.44"
"2025-02-01","2025-01-22","SF FuneralFDC000000070QW250122","","126.5","","1411021.94"
"2025-02-01","2025-01-22","SF FuneralF1117187      250122","","126.5","","1411148.44"
"2025-02-01","2025-01-23","SF FuneralF990262       250123","","126.5","","1411274.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000003VHJ250128","","220","","1411494.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000622W250124","","126.5","","1411621.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000684P250128","","126.5","","1411747.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000006SKH250127","","126.5","","1411874.44"
"2025-02-01","2025-01-24","SF FuneralFDC000000075FG250128","","126.5","","1412000.94"
"2025-02-01","2025-01-24","SF FuneralF793528       250128","","126.5","","1412127.44"
"2025-02-01","2025-01-24","SF FuneralF793801       250125","","126.5","","1412253.94"
"2025-02-01","2025-01-24","SF FuneralF803758       250127","","126.5","","1412380.44"
"2025-02-01","2025-01-24","SF FuneralF809675       250128","","126.5","","1412506.94"
"2025-02-01","2025-01-24","SF FuneralF812127       250127","","126.5","","1412633.44"
"2025-02-01","2025-01-24","SF FuneralF816171       250125","","126.5","","1412759.94"
"2025-02-01","2025-01-24","SF FuneralF816365       250125","","126.5","","1412886.44"
"2025-02-01","2025-01-24","SF FuneralF823488       250124","","126.5","","1413012.94"
"2025-02-01","2025-01-24","SF FuneralF828100       250127","","126.5","","1413139.44"
"2025-02-01","2025-01-24","SF FuneralF831599       250126","","126.5","","1413265.94"
"2025-02-01","2025-01-24","SF FuneralF832925       250128","","126.5","","1413392.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000CYRM250124","","126.5","","1413518.94"
"2025-02-01","2025-01-24","SF FuneralF842234       250128","","126.5","","1413645.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000H0V3250127","","126.5","","1413771.94"
"2025-02-01","2025-01-24","SF FuneralF1016673      250126","","126.5","","1413898.44"
"2025-02-01","2025-01-24","SF FuneralF1016896      250127","","126.5","","1414024.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000JWS9250128","","126.5","","1414151.44"
"2025-02-01","2025-01-24","SF FuneralF1055176      250127","","126.5","","1414277.94"
"2025-02-01","2025-01-24","SF FuneralF1065732      250127","","126.5","","1414404.44"
"2025-02-01","2025-01-24","SF FuneralF1068031      250124","","126.5","","1414530.94"
"2025-02-01","2025-01-24","SF FuneralF1110814      250127","","126.5","","1414657.44"
"2025-02-01","2025-01-24","SF FuneralF1113292      250127","","126.5","","1414783.94"
"2025-02-01","2025-01-24","SF FuneralF1119767      250124","","126.5","","1414910.44"
"2025-02-01","2025-01-24","SF FuneralF1120395      250124","","126.5","","1415036.94"
"2025-02-01","2025-01-24","SF FuneralF1122648      250127","","126.5","","1415163.44"
"2025-02-01","2025-01-24","SF FuneralF1127950      250128","","126.5","","1415289.94"
"2025-02-01","2025-01-28","SF FuneralFDC000000067FT250128","","63.25","","1415353.19"
"2025-02-01","2025-01-28","SF FuneralFDC00000009CP1250128","","95.75","","1415448.94"
"2025-02-01","2025-01-28","SF FuneralF1080351      250128","","63.25","","1415512.19"
"2025-02-01","2025-01-28","SF FuneralF1127919      250128","","63.25","","1415575.44"
"2025-02-01","2025-01-28","SF FuneralF1129508      250128","","126.5","","1415701.94"
"2025-02-01","2025-01-29","SF FuneralF1118345      250129","","126.5","","1415828.44"
"2025-02-01","2025-01-30","SF FuneralF1060982      250130","","126.5","","1415954.94"
"2025-02-01","2025-01-31","SF FuneralF990279       250201","","126.5","","1416081.44"
"2025-02-01","2025-01-24","SF FuneralFDC00000005FV6250127","","126.5","","1416207.94"
"2025-02-01","2025-01-24","SF FuneralFDC000000060NQ250128","","126.5","","1416334.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000630V250127","","126.5","","1416460.94"
"2025-02-01","2025-01-24","SF FuneralFDC000000065GW250127","","126.5","","1416587.44"
"2025-02-01","2025-01-24","SF FuneralFDC00000006D77250128","","126.5","","1416713.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000006HRX250128","","126.5","","1416840.44"
"2025-02-01","2025-01-24","SF FuneralFDC00000006R8B250128","","126.5","","1416966.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000006R8Z250128","","126.5","","1417093.44"
"2025-02-01","2025-01-24","SF FuneralFDC00000006XP2250127","","126.5","","1417219.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000006ZY7250125","","126.5","","1417346.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000718K250128","","126.5","","1417472.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000007191250128","","126.5","","1417599.44"
"2025-02-01","2025-01-24","SF FuneralFDC000000071SG250128","","126.5","","1417725.94"
"2025-02-01","2025-01-24","SF FuneralFDC000000071VJ250127","","126.5","","1417852.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000772K250128","","126.5","","1417978.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000007BG2250125","","126.5","","1418105.44"
"2025-02-01","2025-01-24","SF FuneralFDC00000007V9V250125","","126.5","","1418231.94"
"2025-02-01","2025-01-24","SF FuneralFDC00000008741250128","","126.5","","1418358.44"
"2025-02-01","2025-01-24","SF FuneralF800824       250128","","126.5","","1418484.94"
"2025-02-01","2025-01-24","SF FuneralF803738       250125","","126.5","","1418611.44"
"2025-02-01","2025-01-24","SF FuneralF805122       250127","","126.5","","1418737.94"
"2025-02-01","2025-01-24","SF FuneralF808656       250126","","126.5","","1418864.44"
"2025-02-01","2025-01-24","SF FuneralF810997       250128","","126.5","","1418990.94"
"2025-02-01","2025-01-24","SF FuneralF811007       250128","","126.5","","1419117.44"
"2025-02-01","2025-01-24","SF FuneralF812891       250127","","126.5","","1419243.94"
"2025-02-01","2025-01-24","SF FuneralF812976       250127","","126.5","","1419370.44"
"2025-02-01","2025-01-24","SF FuneralF816546       250128","","126.5","","1419496.94"
"2025-02-01","2025-01-24","SF FuneralF817492       250128","","126.5","","1419623.44"
"2025-02-01","2025-01-24","SF FuneralF817862       250127","","126.5","","1419749.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000B6KL250127","","126.5","","1419876.44"
"2025-02-01","2025-01-24","SF FuneralF820700       250128","","126.5","","1420002.94"
"2025-02-01","2025-01-24","SF FuneralF827826       250126","","126.5","","1420129.44"
"2025-02-01","2025-01-24","SF FuneralF827962       250127","","126.5","","1420255.94"
"2025-02-01","2025-01-24","SF FuneralF828754       250127","","126.5","","1420382.44"
"2025-02-01","2025-01-24","SF FuneralF830961       250127","","126.5","","1420508.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000CBLF250128","","126.5","","1420635.44"
"2025-02-01","2025-01-24","SF FuneralF832435       250128","","126.5","","1420761.94"
"2025-02-01","2025-01-24","SF FuneralF834276       250128","","126.5","","1420888.44"
"2025-02-01","2025-01-24","SF FuneralF841276       250128","","126.5","","1421014.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000DZGG250127","","126.5","","1421141.44"
"2025-02-01","2025-01-24","SF FuneralF842141       250128","","126.5","","1421267.94"
"2025-02-01","2025-01-24","SF FuneralF900562       250128","","126.5","","1421394.44"
"2025-02-01","2025-01-24","SF FuneralF987462       250128","","126.5","","1421520.94"
"2025-02-01","2025-01-24","SF FuneralF988041       250128","","126.5","","1421647.44"
"2025-02-01","2025-01-24","SF FuneralF990512       250125","","126.5","","1421773.94"
"2025-02-01","2025-01-24","SF FuneralF992445       250126","","126.5","","1421900.44"
"2025-02-01","2025-01-24","SF FuneralF993452       250126","","126.5","","1422026.94"
"2025-02-01","2025-01-24","SF FuneralF1016844      250126","","191.5","","1422218.44"
"2025-02-01","2025-01-24","SF FuneralF1020571      250128","","126.5","","1422344.94"
"2025-02-01","2025-01-24","SF FuneralF1020935      250127","","126.5","","1422471.44"
"2025-02-01","2025-01-24","SF FuneralF1020953      250128","","126.5","","1422597.94"
"2025-02-01","2025-01-24","SF FuneralF1022136      250128","","126.5","","1422724.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000JZ0C250128","","126.5","","1422850.94"
"2025-02-01","2025-01-24","SF FuneralF1054492      250128","","126.5","","1422977.44"
"2025-02-01","2025-01-24","SF FuneralF1058802      250127","","126.5","","1423103.94"
"2025-02-01","2025-01-24","SF FuneralF1060520      250127","","126.5","","1423230.44"
"2025-02-01","2025-01-24","SF FuneralF1060811      250127","","126.5","","1423356.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000KJBJ250127","","126.5","","1423483.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000KS96250127","","126.5","","1423609.94"
"2025-02-01","2025-01-24","SF FuneralF1066623      250128","","126.5","","1423736.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000KYQT250128","","126.5","","1423862.94"
"2025-02-01","2025-01-24","SF FuneralF1072699      250127","","126.5","","1423989.44"
"2025-02-01","2025-01-24","SF FuneralF1079080      250127","","126.5","","1424115.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000LT4Y250128","","126.5","","1424242.44"
"2025-02-01","2025-01-24","SF FuneralF1103732      250127","","126.5","","1424368.94"
"2025-02-01","2025-01-24","SF FuneralF1104123      250125","","126.5","","1424495.44"
"2025-02-01","2025-01-24","SF FuneralF1104130      250128","","126.5","","1424621.94"
"2025-02-01","2025-01-24","SF FuneralF992956       250126","","126.5","","1424748.44"
"2025-02-01","2025-01-24","SF FuneralF1109752      250128","","126.5","","1424874.94"
"2025-02-01","2025-01-24","SF FuneralF1109858      250128","","126.5","","1425001.44"
"2025-02-01","2025-01-24","SF FuneralF1109921      250128","","126.5","","1425127.94"
"2025-02-01","2025-01-24","SF FuneralF1110198      250128","","126.5","","1425254.44"
"2025-02-01","2025-01-24","SF FuneralF1111614      250127","","126.5","","1425380.94"
"2025-02-01","2025-01-24","SF FuneralF1113101      250128","","126.5","","1425507.44"
"2025-02-01","2025-01-24","SF FuneralF1113192      250128","","126.5","","1425633.94"
"2025-02-01","2025-01-24","SF FuneralF1113212      250127","","126.5","","1425760.44"
"2025-02-01","2025-01-24","SF FuneralF1114524      250125","","126.5","","1425886.94"
"2025-02-01","2025-01-24","SF FuneralF1114695      250127","","126.5","","1426013.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NFY1250128","","126.5","","1426139.94"
"2025-02-01","2025-01-24","SF FuneralF1116002      250128","","126.5","","1426266.44"
"2025-02-01","2025-01-24","SF FuneralF1117211      250128","","126.5","","1426392.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NK23250127","","126.5","","1426519.44"
"2025-02-01","2025-01-24","SF FuneralF1117662      250128","","126.5","","1426645.94"
"2025-02-01","2025-01-24","SF FuneralF1117933      250128","","126.5","","1426772.44"
"2025-02-01","2025-01-24","SF FuneralF1118173      250128","","126.5","","1426898.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NPT2250128","","126.5","","1427025.44"
"2025-02-01","2025-01-24","SF FuneralF1118769      250128","","126.5","","1427151.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NR0L250127","","126.5","","1427278.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000NWX1250124","","191.5","","1427469.94"
"2025-02-01","2025-01-24","SF FuneralF1121872      250127","","126.5","","1427596.44"
"2025-02-01","2025-01-24","SF FuneralF1121976      250127","","126.5","","1427722.94"
"2025-02-01","2025-01-24","SF FuneralF1122924      250127","","126.5","","1427849.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000P3YP250127","","126.5","","1427975.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000P3YR250127","","126.5","","1428102.44"
"2025-02-01","2025-01-24","SF FuneralF1123611      250127","","126.5","","1428228.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000PBN3250128","","126.5","","1428355.44"
"2025-02-01","2025-01-24","SF FuneralFDC0000000PFSY250128","","126.5","","1428481.94"
"2025-02-01","2025-01-24","SF FuneralF1125710      250128","","126.5","","1428608.44"
"2025-02-01","2025-01-24","SF FuneralF1125730      250128","","126.5","","1428734.94"
"2025-02-01","2025-01-24","SF FuneralFDC0000000PJKW250128","","126.5","","1428861.44"
"2025-02-01","2025-01-24","SF FuneralF1126030      250127","","126.5","","1428987.94"
"2025-02-01","2025-01-24","SF FuneralF1126254      250128","","126.5","","1429114.44"
"2025-02-01","2025-01-24","SF FuneralF1127320      250128","","126.5","","1429240.94"
